Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Pinchi V., Norelli G.-A., Pradella F., Vitale G., Rugo D., Nieri M.",16507606500;36845634400;55274423000;55624854600;55624678800;6602845073;,Comparison of the applicability of four odontological methods for age estimation of the 14 years legal threshold in a sample of Italian adolescents,2012,Journal of Forensic Odonto-Stomatology,30,2,,17,25,,32,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875076636&partnerID=40&md5=60515ec91b8b5879bd788e05c36a4298,Demirjian method; Dental age estimation; Forensic odontology; Legal threshold of age,,Article,Final,,Scopus,2-s2.0-84875076636,,,,,
"Santoro V., Roca R., De Donno A., Fiandaca C., Pinto G., Tafuri S., Introna F.",22951918900;55205921000;8319565800;55206854600;50262874000;25722364600;7003289493;,Applicability of Greulich and Pyle and Demirijan aging methods to a sample of Italian population,2012,Forensic Science International,221,01-Mar,,1.53E+03,1.53E+07,,22,10.1016/j.forsciint.2012.04.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864337331&doi=10.1016%2fj.forsciint.2012.04.014&partnerID=40&md5=ff4bd5d04010f8137f71a2a3ad33cfbf,Age estimation; Forensic anthropology population data; Italian population; Skeletal and dental maturity,"accuracy; adolescent; age; age determination; age distribution; article; bone age; child; Demirijan method; ethnic difference; female; Greulich and Pyle method; hand radiography; human; Italy; male; panoramic radiography; priority journal; reliability; school child; tooth age; bone development; Caucasian; hand bone; methodology; physical anthropology; radiography; tooth development; wrist; Adolescent; Age Determination by Skeleton; Age Determination by Teeth; Child; European Continental Ancestry Group; Female; Forensic Anthropology; Hand Bones; Humans; Italy; Male; Osteogenesis; Radiography, Panoramic; Tooth Calcification; Wrist Joint",Article,Final,,Scopus,2-s2.0-84864337331,,,,,
"Thevissen P.W., Galiti D., Willems G.",13407275300;55027489500;7102007238;,Human dental age estimation combining third molar(s) development and tooth morphological age predictors,2012,International Journal of Legal Medicine,126,6,,883,887,,17,10.1007/s00414-012-0755-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868130403&doi=10.1007%2fs00414-012-0755-x&partnerID=40&md5=6724eb9ea38a9e12bca6bc04fcad94c3,Age determination by teeth; Forensic odontology; Forensic science; Kvaal method; Secondary dentine; Third molars,"adolescent; adult; age determination; article; computer assisted diagnosis; computer program; dentition; female; human; male; mathematical computing; methodology; molar tooth; panoramic radiography; physiology; radiography; regression analysis; tooth development; Adolescent; Age Determination by Teeth; Dentition, Permanent; Female; Humans; Image Interpretation, Computer-Assisted; Male; Mathematical Computing; Molar, Third; Odontogenesis; Radiography, Panoramic; Regression Analysis; Software; Young Adult",Article,Final,,Scopus,2-s2.0-84868130403,,,,,
"Thevissen P.W., Kaur J., Willems G.",13407275300;35329883700;7102007238;,Human age estimation combining third molar and skeletal Development,2012,International Journal of Legal Medicine,126,2,,285,292,,53,10.1007/s00414-011-0639-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862997369&doi=10.1007%2fs00414-011-0639-5&partnerID=40&md5=98ec34e1b2014315b93d6047e1a02e0e,Cervical vertebrae; Dental age determination; Forensic odontology; Forensic science; Skeletal age; Third molars,"adolescent; adult; age determination; age distribution; article; cephalometry; cervical spine; child; comparative study; evaluation; female; growth, development and aging; human; male; methodology; molar tooth; panoramic radiography; pilot study; preschool child; radiography; sex ratio; statistical model; statistics; Adolescent; Adult; Age Determination by Skeleton; Age Determination by Teeth; Age Distribution; Cephalometry; Cervical Vertebrae; Child; Child, Preschool; Female; Humans; Male; Models, Statistical; Molar, Third; Pilot Projects; Radiography, Panoramic; Sex Distribution; Young Adult",Article,Final,,Scopus,2-s2.0-84862997369,,,,,
"Willems G., Ramanan N., Thevissen P., Fieuws S.",7102007238;55624713100;13407275300;6603226166;,Dental age estimation in Japanese individuals combining permanent teeth and third molars,2012,Journal of Forensic Odonto-Stomatology,30,2,,34,39,,20,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875066546&partnerID=40&md5=3e0ddcd869e5eaed78fab5b30e8dacb7,Dental age estimation; Forensic odontology; Forensic science; Third molars; Willems method,,Article,Final,,Scopus,2-s2.0-84875066546,,,,,
"Yatiraj S., Bijapur N.",25640319300;56179813700;,Assessment of age in adolescents by radiological examination of pelvis,2012,Journal of Forensic Medicine and Toxicology,29,1,,56,58,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901415713&partnerID=40&md5=1565065bc98f2748f03e123c61d2ec47,Adolescents; Age assessment; Pelvis; Radiological,adolescent; adult; age determination; article; epiphysis; female; hip radiography; human; iliac crest; ischial tuberosity; male; pelvis radiography; pubic bone; supine position,Article,Final,,Scopus,2-s2.0-84901415713,,,,,
Acharya A.B.,20733606100;,Accuracy of predicting 18 years of age from mandibular third molar development in an Indian sample using Demirjian's ten-stage criteria,2011,International Journal of Legal Medicine,125,2,,227,233,,15,10.1007/s00414-010-0522-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955895810&doi=10.1007%2fs00414-010-0522-9&partnerID=40&md5=43f683d8b58f0883e18bab5a32d3fd65,Age estimation; Bayesian prediction; Dental development; Juvenile; Logistic regression analysis; Majority status,"adolescent; adult; age determination; article; Bayes theorem; dentistry; female; human; India; male; methodology; molar tooth; panoramic radiography; radiography; Adolescent; Age Determination by Teeth; Bayes Theorem; Female; Forensic Dentistry; Humans; India; Male; Molar, Third; Radiography, Panoramic; Young Adult",Article,Final,,Scopus,2-s2.0-79955895810,,,,,
Acharya A.B.,20733606100;,Age Estimation in Indians Using Demirjian's 8-teeth Method,2011,Journal of Forensic Sciences,56,1,,124,127,,29,10.1111/j.1556-4029.2010.01566.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650719389&doi=10.1111%2fj.1556-4029.2010.01566.x&partnerID=40&md5=2b5f9a9b28ab070094bb544f3c722403,Age prediction; Dental development; Forensic odontology; Forensic science; India; Regression analysis,"adolescent; adult; age determination; article; case control study; Caucasian; child; dentistry; female; human; India; male; methodology; regression analysis; tooth radiography; Adolescent; Adult; Age Determination by Teeth; Case-Control Studies; Child; European Continental Ancestry Group; Female; Forensic Dentistry; Humans; India; Male; Radiography, Dental; Regression Analysis; Young Adult",Article,Final,,Scopus,2-s2.0-78650719389,,,,,
"Bassed R.B., Briggs C., Drummer O.H.",6508311873;7101991937;7005208048;,Age Estimation and the Developing Third Molar Tooth: An Analysis of an Australian Population Using Computed Tomography,2011,Journal of Forensic Sciences,56,5,,1185,1191,,34,10.1111/j.1556-4029.2011.01769.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052506388&doi=10.1111%2fj.1556-4029.2011.01769.x&partnerID=40&md5=e7c99b1b7e15f2c17e2235974e1f9e92,Age estimation; Australian population; Computed tomography; Forensic odontology; Forensic science; Third molar tooth,"adolescent; adult; age determination; article; Australia; child; computer assisted tomography; dentistry; female; growth, development and aging; human; male; methodology; molar tooth; panoramic radiography; preschool child; radiography; reproducibility; Adolescent; Adult; Age Determination by Teeth; Australia; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Male; Molar, Third; Radiography, Panoramic; Reproducibility of Results; Tomography, X-Ray Computed; Young Adult",Article,Final,,Scopus,2-s2.0-80052506388,,,,,
"Bassed R.B., Briggs C., Drummer O.H.",6508311873;7101991937;7005208048;,"Age estimation using CT imaging of the third molar tooth, the medial clavicular epiphysis, and the spheno-occipital synchondrosis: A multifactorial approach",2011,Forensic Science International,212,01-Mar,,2.73E+03,2.73E+07,,51,10.1016/j.forsciint.2011.06.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052321607&doi=10.1016%2fj.forsciint.2011.06.007&partnerID=40&md5=34d3d394c8a83eb7f56f13f34b9ef761,Age estimation; Computed tomography (CT); Forensic anthropology; Forensic odontology; Forensic science; Multi-factorial method,accuracy; adolescent; adult; age determination; age distribution; article; Australia; computer assisted tomography; controlled study; epiphysis; female; forensic identification; forensic science; human; hyaline cartilage; image analysis; male; molar tooth; prediction; priority journal; sex difference; spheno occipital synchondrosis; validation process,Article,Final,,Scopus,2-s2.0-80052321607,,,,,
"Bassed R.B., Drummer O.H., Briggs C., Valenzuela A.",6508311873;7005208048;7101991937;16141535000;,Age estimation and the medial clavicular epiphysis: Analysis of the age of majority in an Australian population using computed tomography,2011,"Forensic Science, Medicine, and Pathology",7,2,,148,154,,52,10.1007/s12024-010-9200-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955710084&doi=10.1007%2fs12024-010-9200-y&partnerID=40&md5=828adbd6cffb8f552e7e38061db076ea,Age estimation; Age of majority; Forensic anthropology; Forensic science; Medial clavicular epiphysis,"adolescent; adult; age determination; article; Australia; clavicle; computer assisted tomography; epiphysis; female; growth, development and aging; histology; human; instrumentation; male; methodology; physical anthropology; radiography; Adolescent; Adult; Age Determination by Skeleton; Australia; Clavicle; Epiphyses; Female; Forensic Anthropology; Humans; Male; Tomography, X-Ray Computed; Young Adult",Article,Final,,Scopus,2-s2.0-79955710084,,,,,
"Bhise S.S., Chikhalkar B.G., Nanandkar S.D., Chavan G.S.",55486535800;55486482400;55446543600;36491287600;,Age determination from radiological study of epiphysial appearance and union around wrist joint and hand,2011,Journal of Indian Academy of Forensic Medicine,33,4,,292,295,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869402265&partnerID=40&md5=0a7f9756170d60160bbddada56224c20,Age estimation; Radiological; Wrist joint,,Article,Final,,Scopus,2-s2.0-84869402265,,,,,
"Brkić H., Vodanović M., Dumančić J., Lovrić Z., Čuković-Bagić I., Petrovečki M.",6701830546;12446817300;6506051100;49961690600;7801457239;56283600600;,The chronology of third molar eruption in the croatian population [Kronologija nicanja trećeg kutnjaka u hrvatskoj populaciji],2011,Collegium Antropologicum,35,2,,353,357,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959735165&partnerID=40&md5=b8a9de07188c50efd4ce3475f5e513ec,Age determination by teeth; Forensic dentistry; Third molar; Tooth eruption,"adolescent; adult; age determination; article; child; Croatia; dentistry; female; growth, development and aging; human; male; methodology; molar tooth; nonparametric test; panoramic radiography; radiography; tooth eruption; Adolescent; Adult; Age Determination by Teeth; Child; Croatia; Female; Forensic Dentistry; Humans; Male; Molar, Third; Radiography, Panoramic; Statistics, Nonparametric; Tooth Eruption",Article,Final,,Scopus,2-s2.0-79959735165,,,,,
"Caldas I.M., Júlio P., Simões R.J., Matos E., Afonso A., Magalhães T.",15130763600;38661175900;57196704970;7005129231;55399671300;24473164700;,Chronological age estimation based on third molar development in a Portuguese population,2011,International Journal of Legal Medicine,125,2,,235,243,,34,10.1007/s00414-010-0531-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955904852&doi=10.1007%2fs00414-010-0531-8&partnerID=40&md5=6383e34ace843697c2d8516f4cdb81e7,Age estimation; Dental age; Forensic dentistry; Teeth mineralization; Third molar,"adolescent; adult; age determination; article; child; dentistry; female; growth, development and aging; human; male; molar tooth; observer variation; panoramic radiography; Portugal; radiography; sensitivity and specificity; sexual development; Adolescent; Age Determination by Teeth; Child; Female; Forensic Dentistry; Humans; Male; Molar, Third; Observer Variation; Portugal; Radiography, Panoramic; Sensitivity and Specificity; Sex Characteristics; Young Adult",Article,Final,,Scopus,2-s2.0-79955904852,,,,,
"Celikoglu M., Cantekin K., Ceylan I.",35309692200;36705785400;56014741200;,Dental Age Assessment: The Applicability of Demirjian Method in Eastern Turkish Children,2011,Journal of Forensic Sciences,56,SUPPL. 1,,S220,S222,,39,10.1111/j.1556-4029.2010.01598.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650744953&doi=10.1111%2fj.1556-4029.2010.01598.x&partnerID=40&md5=392f86db9567fa2e6024b15010bf1dac,Age estimation; Demirjian method; Dental age; Forensic science; Radiographs; Turkish children,"adolescent; age determination; article; child; dentistry; female; human; male; methodology; panoramic radiography; retrospective study; Turkey (republic); Adolescent; Age Determination by Teeth; Child; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Retrospective Studies; Turkey",Article,Final,,Scopus,2-s2.0-78650744953,,,,,
"Fernandes M.M., Tinoco R.L.R., de Braganca D.P.P., de Lima S.H.R., Junior L.F., Junior E.D.",53982648400;41662489800;45861193000;53982498200;53982921100;36927085600;,Age estimation by measurements of developing teeth: Accuracy of cameriere's method on a brazilian sample,2011,Journal of Forensic Sciences,56,6,,1616,1619,,23,10.1111/j.1556-4029.2011.01860.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055102021&doi=10.1111%2fj.1556-4029.2011.01860.x&partnerID=40&md5=413d6a942cd31bba775e04c3a5898c2e,Age estimation; Forensic odontology; Forensic science; Human identification; Method; Teeth,"adolescent; age determination; article; Brazil; child; dentistry; dentition; female; histology; human; male; mandible; methodology; panoramic radiography; preschool child; reproducibility; tooth root; Adolescent; Age Determination by Teeth; Brazil; Child; Child, Preschool; Dentition, Permanent; Female; Forensic Dentistry; Humans; Male; Mandible; Radiography, Panoramic; Reproducibility of Results; Tooth Apex",Article,Final,,Scopus,2-s2.0-80055102021,,,,,
"Flood S.J., Mitchell W.J., Oxnard C.E., Turlach B.A., Mcgeachie J.",47660940300;53983019700;7003919290;6603610764;7007131109;,To Evaluate the Utility of Smaller Sample Sizes when Assessing Dental Maturity Curves for Forensic Age Estimation*,2011,Journal of Forensic Sciences,56,6,,1604,1609,,7,10.1111/j.1556-4029.2011.01884.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055104868&doi=10.1111%2fj.1556-4029.2011.01884.x&partnerID=40&md5=7ce58987ddd30b2d6227c3829257dc12,Demirjian and goldstein; Dental development; Forensic odontology; Forensic science; Smaller samples; Western australian sub-adults,"adolescent; age determination; analysis of variance; article; Australia; child; comparative study; dentistry; evaluation; female; human; male; methodology; panoramic radiography; preschool child; sample size; statistical model; tooth development; Adolescent; Age Determination by Teeth; Analysis of Variance; Australia; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Linear Models; Male; Radiography, Panoramic; Sample Size; Tooth Calcification",Article,Final,,Scopus,2-s2.0-80055104868,,,,,
"Flood S.J., Mitchell W.J., Oxnard C.E., Turlach B.A., Mcgeachie J.",47660940300;53983019700;7003919290;6603610764;7007131109;,A Comparison of Demirjian's Four Dental Development Methods for Forensic Age Assessment*,2011,Journal of Forensic Sciences,56,6,,1610,1615,,20,10.1111/j.1556-4029.2011.01883.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055105614&doi=10.1111%2fj.1556-4029.2011.01883.x&partnerID=40&md5=109c6e3402e103ea1005879f7d5d7dff,Demirjian and goldstein; Demirjian's four methods; Dental development; Forensic odontology; Forensic science; Western australian sub-adults,"adolescent; age determination; analysis of variance; article; Australia; child; comparative study; dentistry; female; human; male; methodology; panoramic radiography; preschool child; tooth development; Adolescent; Age Determination by Teeth; Analysis of Variance; Australia; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Tooth Calcification",Article,Final,,Scopus,2-s2.0-80055105614,,,,,
"Galić I., Vodanović M., Cameriere R., Nakaš E., Galić E., Selimović E., Brkić H.",57202373100;12446817300;6507826165;17135771000;36503799400;36504878300;6701830546;,"Accuracy of Cameriere, Haavikko, and Willems radiographic methods on age estimation on Bosnian-Herzegovian children age groups 6-13",2011,International Journal of Legal Medicine,125,2,,315,321,,75,10.1007/s00414-010-0515-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955891888&doi=10.1007%2fs00414-010-0515-8&partnerID=40&md5=077f691da73a8d8f728dc12c2680471c,Age estimation Bosnia and Herzegovina; Cameriere method Haavikko method; Forensic dentistry; Willems method,"adolescent; age determination; article; Bosnia and Herzegovina; child; contact dermatitis; dentistry; female; human; male; methodology; panoramic radiography; Adolescent; Age Determination by Teeth; Bosnia-Herzegovina; Child; Dermatitis, Contact; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic",Article,Final,,Scopus,2-s2.0-79955891888,,,,,
"Garamendi P.M., Landa M.I., Botella M.C., Alemán I.",23134295100;23980405800;23134271400;23134325000;,Forensic Age Estimation on Digital X-ray Images: Medial Epiphyses of the Clavicle and First Rib Ossification in Relation to Chronological Age,2011,Journal of Forensic Sciences,56,SUPPL. 1,,S3,S12,,55,10.1111/j.1556-4029.2010.01626.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650756573&doi=10.1111%2fj.1556-4029.2010.01626.x&partnerID=40&md5=09ff5a93c8a4d651838ae9eb19aa4c05,Clavicle; Epiphyses; First rib; Forensic age estimation; Forensic science; Ossification; Radiography,"adolescent; adult; age determination; aged; article; bone development; child; clavicle; epiphysis; female; histology; human; image processing; male; methodology; middle aged; physical anthropology; preschool child; radiography; rib; statistical model; Adolescent; Adult; Age Determination by Skeleton; Aged; Child; Child, Preschool; Clavicle; Epiphyses; Female; Forensic Anthropology; Humans; Image Processing, Computer-Assisted; Linear Models; Male; Middle Aged; Osteogenesis; Ribs; Young Adult",Article,Final,,Scopus,2-s2.0-78650756573,,,,,
"Han B., Dong Y., Tian X., Tan Y., Wang X., Feng H., Sun W., Zhao Y.",36452927600;36070401600;36005538200;36070797400;36070936700;36070459000;57198850981;57196242634;,A study on low mandibula dental age of Chinese Han nationality adolescents age from 6 to 15 years old in Anyang of Henan province,2011,Chinese Journal of Forensic Medicine,26,3,,176,179,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959697592&partnerID=40&md5=1087d0a2f96172a75e5ee1c1200ff106,Age estimation; Anyang in Henan; Chinese Han nationality adolescents; Dental calcification degree; Forensic anthropology,adolescent; age determination; article; child; Chinese; female; human; male; mandible; panoramic radiography; preschool child; school child; sex difference; tooth development,Article,Final,,Scopus,2-s2.0-79959697592,,,,,
"Jayaraman J., King N.M., Roberts G.J., Wong H.M.",51565457300;7201762850;57061571400;55565690700;,Dental age assessment: Are Demirjian's standards appropriate for southern Chinese children?,2011,Journal of Forensic Odonto-Stomatology,29,2,,22,28,,25,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855922107&partnerID=40&md5=37a5ceaa50b847d2c0a786a0e4310349,,,Article,Final,,Scopus,2-s2.0-84855922107,,,,,
"Lee S.-S., Kim D., Lee S., Lee U.-Y., Seo J.S., Ahn Y.W., Han S.-H.",7601419203;57203012477;57192520323;7102224979;36890603000;24176507600;7405946091;,Validity of Demirjian's and modified Demirjian's methods in age estimation for Korean juveniles and adolescents,2011,Forensic Science International,211,01-Mar,,41,46,,33,10.1016/j.forsciint.2011.04.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960645988&doi=10.1016%2fj.forsciint.2011.04.011&partnerID=40&md5=4041127d85ed2c999a2e021af4098cd2,Age estimation; Demirjian; Development; Korean; Validation; Willems,"accuracy; adolescent; age determination; age distribution; article; Chaillet method; child; chronology; controlled study; Demirjian method; Demirjian revised method; digital imaging; ethnic group; female; human; interrater reliability; intrarater reliability; juvenile; korean; male; observer variation; panoramic radiography; population research; priority journal; sex difference; tooth eruption; validity; Willems method; Adolescent; Age Determination by Teeth; Asian Continental Ancestry Group; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Male; Radiography, Dental, Digital; Radiography, Panoramic; Reproducibility of Results; Republic of Korea",Article,Final,,Scopus,2-s2.0-79960645988,,,,,
Liversidge H.M.,6602158831;,Similarity in dental maturation in two ethnic groups of London children,2011,Annals of Human Biology,38,6,,702,715,,28,10.3109/03014460.2011.609565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054941477&doi=10.3109%2f03014460.2011.609565&partnerID=40&md5=523580e8a4a389dbdbb770b9efb894ff,age estimation; ethnic groups; permanent dentition; Tooth formation,"age determination; dental health; dentition; ethnic group; maturation; regression analysis; sex-related difference; adolescent; adult; age determination; article; Bangladesh; Caucasian; child; ethnic group; female; growth, development and aging; human; male; methodology; preschool child; tooth; United Kingdom; Adolescent; Age Determination by Teeth; Bangladesh; Child; Child, Preschool; Ethnic Groups; European Continental Ancestry Group; Female; Humans; London; Male; Tooth; Young Adult; England; London [England]; United Kingdom",Article,Final,,Scopus,2-s2.0-80054941477,,,,,
"Miloglu O., Celikoglu M., Dane A., Cantekin K., Yilmaz A.B.",24830991800;35309692200;42461245600;36705785400;7101628025;,Is the assessment of dental age by the Nolla method valid for Eastern Turkish children?,2011,Journal of Forensic Sciences,56,4,,1025,1028,,18,10.1111/j.1556-4029.2011.01755.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960061454&doi=10.1111%2fj.1556-4029.2011.01755.x&partnerID=40&md5=b172eb00d98bbe92b5d80cefc7a7b092,Age estimation; Chronologic age; Dental age; Forensic science; Nolla's method; Turkish children,"adolescent; age determination; article; child; dentistry; female; human; male; methodology; panoramic radiography; reproducibility; retrospective study; sexual development; Turkey (republic); Adolescent; Age Determination by Teeth; Child; Female; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Reproducibility of Results; Retrospective Studies; Sex Characteristics; Turkey",Article,Final,,Scopus,2-s2.0-79960061454,,,,,
"Nik-Hussein N.N., Kee K.M., Gan P.",6701342737;39863091600;39862945000;,Validity of Demirjian and Willems methods for dental age estimation for Malaysian children aged 5-15 years old,2011,Forensic Science International,204,01-Mar,,2.08E+03,2.08E+08,,50,10.1016/j.forsciint.2010.08.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650858047&doi=10.1016%2fj.forsciint.2010.08.020&partnerID=40&md5=f30457fee8754a205549a7698c8c144a,Advanced development; Age estimation; Demirjian method; Forensic anthropology population data; Willems method,accuracy; adolescent; age determination; analytic method; article; child; controlled study; Demirjian method; female; human; human tissue; intermethod comparison; Malaysia; male; molar tooth; panoramic radiography; premolar tooth; preschool child; priority journal; school child; sex difference; tooth development; validation process; Willem method,Article,Final,,Scopus,2-s2.0-78650858047,,,,,
"Ogodescu A.E., Bratu E., Tudor A., Ogodescu A.",35330512000;6601987638;37085665300;6505565907;,Estimation of child's biological age based on tooth development,2011,Romanian Journal of Legal Medicine,19,2,,115,124,,10,10.4323/rjlm.2011.115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455172197&doi=10.4323%2frjlm.2011.115&partnerID=40&md5=096b483c2959900e5475f1853ed8c0de,Dental age; Diagnostic tool; Digital imaging technologies; Romanian children sample; Stages of permanent tooth development,adolescent; age; age determination; article; calculation; child; child development; child growth; computer program; controlled study; cross-sectional study; data base; dentist; endocrinology; female; forensic medicine; geographic distribution; human; major clinical study; male; maturation; panoramic radiography; pediatrician; preschool child; Romania; sample size; scoring system; tooth age; tooth development; tooth maturation,Article,Final,,Scopus,2-s2.0-82455172197,,,,,
"Patel D.S., Agarwal H., Shah J.V.",55148354500;57197042034;24071844400;,Epiphyseal fusion at lower end of radius and ulna valuable tool for age determination,2011,Journal of Indian Academy of Forensic Medicine,33,2,,125,129,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859027802&partnerID=40&md5=e58192257ad39056159df743066f7f0b,Age determination; Epiphyseal fusion; Lower end of radius and ulna,,Article,Final,,Scopus,2-s2.0-84859027802,,,,,
"Patel G., Shilajiya D., Govekar G., Tailor C.",8593714200;55151161600;6505941884;36562524700;,Radiological study of fusion of iliac crest by digital method,2011,Journal of Indian Academy of Forensic Medicine,33,4,,301,305,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869462275&partnerID=40&md5=5a720fab38edd98056a55ccc4ea9e7f9,Antero-posteriorly; Digital X-ray; Iliac crest,,Article,Final,,Scopus,2-s2.0-84869462275,,,,,
"Pechnikova M., Gibelli D., De Angelis D., De Santis F., Cattaneo C.",44761538900;26532520200;22833992600;57190111434;55157912300;,"The ""blind age assessment"": Applicability of Greulich and Pyle, Demirjian and Mincer aging methods to a population of unknown ethnic origin [La stima dell'età ""in cieco"": Applicazione dei metodi Greulich e Pyle, Demirjian e Mincer su una popolazione di origine etnica sconosciuta]",2011,Radiologia Medica,116,7,,1105,1114,,9,10.1007/s11547-011-0694-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655192226&doi=10.1007%2fs11547-011-0694-5&partnerID=40&md5=270c3ae1af8faaedd14d5e5def1f9616,Age estimation; Demirjian; Forensic radiology; Greulich and Pyle Atlas; Mincer,"adolescent; adult; age determination; article; child; clinical trial; comparative study; developed country; developing country; ethnic group; human; methodology; multicenter study; panoramic radiography; physical anthropology; preschool child; reproducibility; Adolescent; Age Determination by Skeleton; Age Determination by Teeth; Child; Child, Preschool; Developed Countries; Developing Countries; Ethnic Groups; Forensic Anthropology; Humans; Radiography, Panoramic; Reproducibility of Results; Young Adult",Article,Final,,Scopus,2-s2.0-83655192226,,,,,
"Rougé-Maillart C., Franco A., Franco T., Jousset N.",12647267900;57205863621;57198306552;6603443594;,"Estimation of the age of 15-25 year-olds using Dermirjian's dental technique. Study of a population from the West, France",2011,Revue de Medecine Legale,2,3,,117,124,,3,10.1016/j.medleg.2011.05.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051596268&doi=10.1016%2fj.medleg.2011.05.003&partnerID=40&md5=cfbb4bbe0bc384e98fc20e7996dcbc8c,Age estimation; Demirjian; Dental technique; Forensic anthropology,age determination; article; dentistry; forensic identification; France; human; molar tooth; reproducibility; tooth development,Article,Final,,Scopus,2-s2.0-80051596268,,,,,
"Santos C., Ferreira M., Alves F.C., Cunha E.",57208713383;56660748900;57201429703;7004257452;,Comparative study of Greulich and Pyle Atlas and Maturos 4.0 program for age estimation in a Portuguese sample,2011,Forensic Science International,212,01-Mar,,2.76E+03,2.76E+09,,18,10.1016/j.forsciint.2011.05.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052312235&doi=10.1016%2fj.forsciint.2011.05.032&partnerID=40&md5=c4d1ffadb4abc6c4078a6a0f4aca84b3,Aging living sub adults; Forensic anthropology population data; Hands radiographs; Physiological age,"accuracy; adolescent; adult; age determination; age distribution; article; atlas; bone age; bone maturation; child; computer program; controlled study; ethnic group; female; hand radiography; human; intermethod comparison; male; physical anthropology; Portugal; prediction; priority journal; school child; sex difference; wrist radiography; Adolescent; Age Determination by Skeleton; Age Factors; Biometry; Child; Female; Forensic Anthropology; Hand; Humans; Image Interpretation, Computer-Assisted; Male; Observer Variation; Portugal; Regression Analysis; Sampling Studies; Sex Factors; Wrist; Young Adult",Article,Final,,Scopus,2-s2.0-80052312235,,,,,
"Scheurer E., Quehenberger F., Mund M.T., Merkens H., Yen K.",6508343149;7003699003;36838093900;50561787200;14065373100;,Validation of reference data on wisdom tooth mineralization and eruption for forensic age estimation in living persons,2011,International Journal of Legal Medicine,125,5,,707,715,,7,10.1007/s00414-011-0587-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052308461&doi=10.1007%2fs00414-011-0587-0&partnerID=40&md5=1859c502353f89b9e28d707b4e229013,Age estimation; Eruption; Forensic; Mineralization; Third molar; Wisdom teeth,"hydroxyapatite; adolescent; age determination; article; chemistry; cross-sectional study; female; human; male; methodology; molar tooth; panoramic radiography; reference value; retrospective study; tooth development; tooth eruption; validation study; Adolescent; Age Determination by Teeth; Cross-Sectional Studies; Durapatite; Female; Humans; Male; Molar, Third; Radiography, Panoramic; Reference Values; Retrospective Studies; Tooth Calcification; Tooth Eruption",Article,Final,,Scopus,2-s2.0-80052308461,,,,,
